Östeuropa,Gen 2,1,.043060202,-.0048870463,.091007449
Östeuropa,Gen 2,2,.26817903,.21953882,.31681925
Östeuropa,Gen 2,3,.58052534,.51134539,.64970523
Östeuropa,Gen 2,4,.10823544,.061054546,.15541634
Östeuropa,Gen 1,1,.1813079,.095828526,.26678726
Östeuropa,Gen 1,2,.33836591,.22103429,.45569751
Östeuropa,Gen 1,3,.41630456,.31500667,.51760244
Östeuropa,Gen 1,4,.064021625,.00720587,.12083738
MENA+,Gen 2,1,.11581451,.074970134,.15665889
MENA+,Gen 2,2,.26041889,.20240408,.31843373
MENA+,Gen 2,3,.51597959,.44322279,.58873636
MENA+,Gen 2,4,.10778701,.074841879,.14073214
MENA+,Gen 1,1,.15269594,.082286648,.22310522
MENA+,Gen 1,2,.35940552,.28186512,.43694595
MENA+,Gen 1,3,.39994714,.3252165,.47467774
MENA+,Gen 1,4,.087951414,.044511136,.13139169
VSÖ Afrika,Gen 2,1,.13686177,.061888754,.2118348
VSÖ Afrika,Gen 2,2,.36071178,.24998771,.47143584
VSÖ Afrika,Gen 2,3,.38816932,.27204648,.50429219
VSÖ Afrika,Gen 2,4,.11425713,.048435427,.18007883
VSÖ Afrika,Gen 1,1,.40630043,.23646545,.5761354
VSÖ Afrika,Gen 1,2,.31620288,.17483351,.45757225
VSÖ Afrika,Gen 1,3,.24138784,.070113249,.41266245
VSÖ Afrika,Gen 1,4,.03610884,-.053569213,.1257869
Asien,Gen 2,1,.066619858,-.0019117858,.13515151
Asien,Gen 2,2,.21842094,.10942983,.32741204
Asien,Gen 2,3,.61933327,.47152686,.76713973
Asien,Gen 2,4,.095625915,.0044098618,.18684196
Asien,Gen 1,1,.096790336,-.01454822,.2081289
Asien,Gen 1,2,.41741756,.21313527,.62169987
Asien,Gen 1,3,.45088792,.28546682,.61630899
Asien,Gen 1,4,.034904186,-.028031841,.097840212
